movieId,title,genres,violence_tag_relevance
1010,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,0.129
1011,"Three Caballeros, The (1945)",Animation|Children's|Musical,0.134
1012,"Sword in the Stone, The (1963)",Animation|Children's,0.14
1013,So Dear to My Heart (1949),Children's|Drama,0.066
1014,Robin Hood: Prince of Thieves (1991),Drama,0.258
1015,Mary Poppins (1964),Children's|Comedy|Musical,0.068
1016,Dumbo (1941),Animation|Children's|Musical,0.10800000000000001
1017,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,0.09300000000000001
1018,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,0.09699999999999999
1019,Alice in Wonderland (1951),Animation|Children's|Musical,0.18
1020,"Fox and the Hound, The (1981)",Animation|Children's,0.262
1021,Freeway (1996),Crime,0.79
1022,"Sound of Music, The (1965)",Musical,0.129
1023,Die Hard (1988),Action|Thriller,0.9059999999999999
1024,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,0.299
1025,Unhook the Stars (1996),Drama,0.145
1026,Synthetic Pleasures (1995),Documentary,0.38299999999999995
1027,"Secret Agent, The (1996)",Drama,0.14400000000000002
1028,Secrets & Lies (1996),Drama,0.136
1029,That Thing You Do! (1996),Comedy,0.139
1030,To Gillian on Her 37th Birthday (1996),Drama|Romance,0.265
1031,Surviving Picasso (1996),Drama,0.25
1032,Love Is All There Is (1996),Comedy|Drama,0.171
1033,Beautiful Thing (1996),Drama|Romance,0.29100000000000004
1034,"Long Kiss Goodnight, The (1996)",Action|Thriller,0.46399999999999997
1035,"Ghost and the Darkness, The (1996)",Action|Adventure,0.20199999999999999
1036,Looking for Richard (1996),Documentary|Drama,0.18
1037,Trees Lounge (1996),Drama,0.276
1038,"Proprietor, The (1996)",Drama,0.0
1039,Normal Life (1996),Crime|Drama,0.105
1040,Get on the Bus (1996),Drama,0.51
1041,Shadow Conspiracy (1997),Thriller,0.091
1042,Jude (1996),Drama,0.121
1043,Everyone Says I Love You (1996),Comedy|Musical|Romance,0.174
1044,Bitter Sugar (Azucar Amargo) (1996),Drama,0.087
1045,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,0.293
1046,Swingers (1996),Comedy|Drama,0.503
1047,Sleepers (1996),Crime|Drama,0.501
1048,"Sunchaser, The (1996)",Drama,0.114
1049,Johns (1996),Drama,0.248
1050,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,0.114
1051,"Woman in Question, The (1950)",Mystery,0.0
1052,Shall We Dance? (1937),Comedy|Musical|Romance,0.11699999999999999
1053,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,0.06
1054,Crossfire (1947),Crime|Film-Noir,0.22699999999999998
1055,"Murder, My Sweet (1944)",Film-Noir|Thriller,0.171
1056,Macao (1952),Adventure,0.04
1057,For the Moment (1994),Romance|War,0.092
1058,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,0.17800000000000002
1059,"Sexual Life of the Belgians, The (1994)",Comedy,0.22899999999999998
1060,"Innocents, The (1961)",Thriller,0.31
1061,Sleeper (1973),Comedy|Sci-Fi,0.14800000000000002
1062,Bananas (1971),Comedy|War,0.16699999999999998
1063,"Fish Called Wanda, A (1988)",Comedy,0.529
1064,Monty Python's Life of Brian (1979),Comedy,0.392
1065,Victor/Victoria (1982),Comedy|Musical,0.105
1066,"Candidate, The (1972)",Drama,0.252
1067,"Great Race, The (1965)",Comedy|Musical,0.20199999999999999
1068,Bonnie and Clyde (1967),Crime|Drama,0.972
1069,"Old Man and the Sea, The (1958)",Adventure|Drama,0.32
1070,Dial M for Murder (1954),Mystery|Thriller,0.309
1071,Madame Butterfly (1995),Musical,0.07400000000000001
1072,Dirty Dancing (1987),Musical|Romance,0.08900000000000001
1073,Reservoir Dogs (1992),Crime|Thriller,0.992
1074,Platoon (1986),Drama|War,0.915
1075,Weekend at Bernie's (1989),Comedy,0.193
1076,Basic Instinct (1992),Mystery|Thriller,0.7809999999999999
1077,"Doors, The (1991)",Drama|Musical,0.473
1078,"Crying Game, The (1992)",Drama|Romance|War,0.325
1079,Glengarry Glen Ross (1992),Drama,0.6
1080,Sophie's Choice (1982),Drama,0.196
1081,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,0.11599999999999999
1082,"Search for One-eye Jimmy, The (1996)",Comedy,0.16399999999999998
1083,"Christmas Carol, A (1938)",Drama,0.081
1084,Days of Thunder (1990),Action|Romance,0.185
1085,Top Gun (1986),Action|Romance,0.14
1086,American Strays (1996),Action,0.7879999999999999
1087,Rebel Without a Cause (1955),Drama,0.531
1088,"Streetcar Named Desire, A (1951)",Drama,0.299
1089,Children of the Corn IV: The Gathering (1996),Horror,0.43700000000000006
1090,"Leopard Son, The (1996)",Documentary,0.0
1091,Loser (1991),Comedy,0.226
1092,Prerokbe Ognja (1995),Documentary,0.0
1093,Charm's Incidents (1996),Drama,0.0
1094,Bird of Prey (1996),Action,0.0
1095,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,0.256
1096,Palookaville (1996),Action|Drama,0.19699999999999998
1097,"Associate, The (1996)",Comedy,0.079
1098,"Funeral, The (1996)",Drama,0.6659999999999999
1099,Sleepover (1995),Comedy|Drama,0.0
1100,"Single Girl, A (La Fille Seule) (1995)",Drama,0.105
1101,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,0.066
1102,Tashunga (1995),Adventure|Western,0.0
1103,Drunks (1997),Drama,0.162
1104,"People vs. Larry Flynt, The (1996)",Drama,0.5429999999999999
1105,Glory Daze (1996),Drama,0.17300000000000001
1106,Plutonium Circus (1995),Documentary,0.0
1107,"Perfect Candidate, A (1996)",Documentary,0.253
1108,On Golden Pond (1981),Drama,0.129
1109,"Return of the Pink Panther, The (1974)",Comedy,0.21100000000000002
1110,Drop Dead Fred (1991),Comedy|Fantasy,0.265
1111,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,0.35600000000000004
1112,"Fog, The (1980)",Horror,0.5710000000000001
1113,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,0.642
1114,"Howling, The (1980)",Horror,0.626
1115,Jean de Florette (1986),Drama,0.20600000000000002
1116,Manon of the Spring (Manon des sources) (1986),Drama,0.235
1117,Talking About Sex (1994),Comedy|Drama,0.0
1118,Johnny 100 Pesos (1993),Action|Drama,0.249
1119,Private Benjamin (1980),Comedy,0.129
1120,Monty Python and the Holy Grail (1974),Comedy,0.573
1121,Hustler White (1996),Romance,0.15
1122,Dadetown (1995),Documentary,0.046
1123,Everything Relative (1996),Drama,0.0
1124,Entertaining Angels: The Dorothy Day Story (1996),Drama,0.0
1125,Hoogste tijd (1995),Drama,0.0
1126,Get Over It (1996),Drama,0.0
1127,Three Lives and Only One Death (1996),Comedy,0.136
1128,"Line King: Al Hirschfeld, The (1996)",Documentary,0.09
1129,Snowriders (1996),Documentary,0.0
1130,Curtis's Charm (1995),Comedy|Drama,0.0
1131,When We Were Kings (1996),Documentary,0.34299999999999997
1132,"Wrong Trousers, The (1993)",Animation|Comedy,0.161
1133,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,0.11800000000000001
1134,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,0.12300000000000001
1135,Faust (1994),Animation|Comedy|Thriller,0.099
1136,He Walked by Night (1948),Crime|Film-Noir|Thriller,0.18
1137,Raw Deal (1948),Film-Noir,0.317
1138,T-Men (1947),Film-Noir,0.312
1139,"Invitation, The (Zaproszenie) (1986)",Drama,0.0
1140,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,0.0
1141,"Symphonie pastorale, La (1946)",Drama,0.0
1142,Here Comes Cookie (1935),Comedy,0.0
1143,Love in Bloom (1935),Romance,0.0
1144,Six of a Kind (1934),Comedy,0.0
1145,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,0.322
1146,"Ruling Class, The (1972)",Comedy,0.337
1147,Mina Tannenbaum (1994),Drama,0.0
1148,Two or Three Things I Know About Her (1966),Drama,0.166
1149,"Bloody Child, The (1996)",Drama|Thriller,0.0
1150,Farmer & Chase (1995),Comedy,0.0
1151,Dear God (1996),Comedy,0.092
1152,Bad Moon (1996),Horror,0.263
1153,American Dream (1990),Documentary,0.287
1154,Best of the Best 3: No Turning Back (1995),Action,0.848
1155,Bob Roberts (1992),Comedy,0.41100000000000003
1156,Cinema Paradiso (1988),Comedy|Drama|Romance,0.19399999999999998
1157,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,0.7959999999999999
1158,Grosse Fatigue (1994),Comedy,0.161
1159,Delicatessen (1991),Comedy|Sci-Fi,0.243
1160,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,0.24100000000000002
1161,Enchanted April (1991),Drama,0.121
1162,Paths of Glory (1957),Drama|War,0.545
1163,"Grifters, The (1990)",Crime|Drama|Film-Noir,0.664
1164,Hear My Song (1991),Comedy,0.113
1165,"Shooter, The (1995)",Action,0.54
1166,"English Patient, The (1996)",Drama|Romance|War,0.13699999999999998
1167,Mediterraneo (1991),Comedy|War,0.321
1168,My Left Foot (1989),Drama,0.127
1169,"Sex, Lies, and Videotape (1989)",Drama,0.154
1170,Passion Fish (1992),Drama,0.139
1171,Strictly Ballroom (1992),Comedy|Romance,0.11199999999999999
1172,"Thin Blue Line, The (1988)",Documentary,0.389
1173,Tie Me Up! Tie Me Down! (1990),Drama,0.47600000000000003
1174,Madonna: Truth or Dare (1991),Documentary,0.155
1175,Paris Is Burning (1990),Documentary,0.191
1176,One Flew Over the Cuckoo's Nest (1975),Drama,0.605
1177,Up in Smoke (1978),Comedy,0.32299999999999995
1178,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,0.486
1179,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,0.24600000000000002
1180,Raiders of the Lost Ark (1981),Action|Adventure,0.557
1181,Brazil (1985),Sci-Fi,0.322
1182,Aliens (1986),Action|Sci-Fi|Thriller|War,0.713
1183,"Good, The Bad and The Ugly, The (1966)",Action|Western,0.823
1184,Withnail and I (1987),Comedy,0.24600000000000002
1185,12 Angry Men (1957),Drama,0.36700000000000005
1186,Lawrence of Arabia (1962),Adventure|War,0.266
1187,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,0.0
1188,"Clockwork Orange, A (1971)",Sci-Fi,0.993
1189,To Kill a Mockingbird (1962),Drama,0.192
1190,Apocalypse Now (1979),Drama|War,0.763
1191,Once Upon a Time in the West (1969),Western,0.865
1192,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,0.34299999999999997
1193,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,0.11199999999999999
1194,"Third Man, The (1949)",Mystery|Thriller,0.239
1195,GoodFellas (1990),Crime|Drama,0.981
1196,Alien (1979),Action|Horror|Sci-Fi|Thriller,0.7
1197,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,0.544
1198,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,0.158
1199,Ran (1985),Drama|War,0.636
1200,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,0.966
1201,Psycho (1960),Horror|Thriller,0.711
1202,"Blues Brothers, The (1980)",Action|Comedy|Musical,0.48200000000000004
1203,"Godfather: Part II, The (1974)",Action|Crime|Drama,0.897
1204,Full Metal Jacket (1987),Action|Drama|War,0.888
1205,"Grand Day Out, A (1992)",Animation|Comedy,0.14
1206,Henry V (1989),Drama|War,0.16
1207,Amadeus (1984),Drama,0.293
1208,"Quiet Man, The (1952)",Comedy|Romance,0.53
1209,Once Upon a Time in America (1984),Crime|Drama|Thriller,0.9
1210,Raging Bull (1980),Drama,0.893
1211,Annie Hall (1977),Comedy|Romance,0.15
1212,"Right Stuff, The (1983)",Drama,0.257
1213,Stalker (1979),Mystery|Sci-Fi,0.06
1214,"Boat, The (Das Boot) (1981)",Action|Drama|War,0.439
1215,"Sting, The (1973)",Comedy|Crime,0.396
1216,Harold and Maude (1971),Comedy,0.188
1217,Trust (1990),Comedy|Drama,0.11800000000000001
1218,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,0.231
1219,Local Hero (1983),Comedy,0.109
1220,"Terminator, The (1984)",Action|Sci-Fi|Thriller,0.8809999999999999
1221,Braindead (1992),Comedy|Horror,0.823
1222,Glory (1989),Action|Drama|War,0.596
1223,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,0.156
1224,Manhattan (1979),Comedy|Drama|Romance,0.23
1225,Miller's Crossing (1990),Drama,0.9259999999999999
1226,Dead Poets Society (1989),Drama,0.248
1227,"Graduate, The (1967)",Drama|Romance,0.27399999999999997
1228,Touch of Evil (1958),Crime|Film-Noir|Thriller,0.366
1229,Nikita (La Femme Nikita) (1990),Thriller,0.855
1230,"Bridge on the River Kwai, The (1957)",Drama|War,0.31
1231,8 1/2 (1963),Drama,0.171
1232,Chinatown (1974),Film-Noir|Mystery|Thriller,0.493
1233,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,0.65
1234,"Treasure of the Sierra Madre, The (1948)",Adventure,0.499
1235,Bad Taste (1987),Comedy|Horror,0.7440000000000001
1236,Duck Soup (1933),Comedy|War,0.209
1237,Better Off Dead... (1985),Comedy,0.292
1238,"Shining, The (1980)",Horror,0.7240000000000001
1239,Stand by Me (1986),Adventure|Comedy|Drama,0.436
1240,M (1931),Crime|Film-Noir|Thriller,0.446
1241,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,0.78
1242,"Great Escape, The (1963)",Adventure|War,0.506
1243,"Deer Hunter, The (1978)",Drama|War,0.743
1244,Diva (1981),Action|Drama|Mystery|Romance|Thriller,0.135
1245,Groundhog Day (1993),Comedy|Romance,0.23600000000000002
1246,Unforgiven (1992),Western,0.958
1247,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,0.488
1248,Pump Up the Volume (1990),Drama,0.498
1249,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,0.126
1250,Back to the Future (1985),Comedy|Sci-Fi,0.249
1251,Fried Green Tomatoes (1991),Drama,0.156
1252,Patton (1970),Drama|War,0.524
1253,Down by Law (1986),Comedy|Drama,0.284
1254,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,0.919
1255,Highlander (1986),Action|Adventure,0.43
1256,Cool Hand Luke (1967),Comedy|Drama,0.491
1257,Cyrano de Bergerac (1990),Action|Drama|Romance,0.10099999999999999
1258,Young Frankenstein (1974),Comedy|Horror,0.205
1259,Night on Earth (1991),Comedy|Drama,0.192
1260,Raise the Red Lantern (1991),Drama,0.289
1261,"Great Dictator, The (1940)",Comedy,0.292
1262,Fantasia (1940),Animation|Children's|Musical,0.14300000000000002
1263,High Noon (1952),Western,0.569
1264,"Big Sleep, The (1946)",Film-Noir|Mystery,0.363
1265,Heathers (1989),Comedy,0.716
1266,Somewhere in Time (1980),Drama|Romance,0.121
1267,Ben-Hur (1959),Action|Adventure|Drama,0.405
1268,This Is Spinal Tap (1984),Comedy|Drama|Musical,0.303
1269,Koyaanisqatsi (1983),Documentary|War,0.159
1270,Some Kind of Wonderful (1987),Drama|Romance,0.122
1271,Indiana Jones and the Last Crusade (1989),Action|Adventure,0.511
1272,Being There (1979),Comedy,0.228
1273,Gandhi (1982),Drama,0.7070000000000001
1274,M*A*S*H (1970),Comedy|War,0.0
1275,"Unbearable Lightness of Being, The (1988)",Drama,0.153
1276,"Room with a View, A (1986)",Drama|Romance,0.12
1277,Real Genius (1985),Comedy,0.294
1278,Pink Floyd - The Wall (1982),Drama|Musical|War,0.632
1279,"Killing Fields, The (1984)",Drama|War,0.6970000000000001
1280,My Life as a Dog (Mitt liv som hund) (1985),Drama,0.139
1281,Forbidden Planet (1956),Sci-Fi,0.262
1282,Field of Dreams (1989),Drama,0.182
1283,"Man Who Would Be King, The (1975)",Adventure,0.434
1284,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,0.39299999999999996
1285,"Paris, Texas (1984)",Drama,0.151
1286,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi,0.20800000000000002
1287,When Harry Met Sally... (1989),Comedy|Romance,0.102
1288,I Shot a Man in Vegas (1995),Comedy,0.0
1289,Parallel Sons (1995),Drama|Romance,0.0
1290,Hype! (1996),Documentary,0.42200000000000004
1291,Santa with Muscles (1996),Comedy,0.192
1292,Female Perversions (1996),Drama,0.098
1293,Mad Dog Time (1996),Crime,0.40399999999999997
1294,Breathing Room (1996),Romance,0.242
1295,Paris Was a Woman (1995),Documentary,0.057
1296,Anna (1996),Drama,0.0
1297,I'm Not Rappaport (1996),Comedy,0.523
1298,Blue Juice (1995),Comedy|Drama,0.13699999999999998
1299,Kids of Survival (1993),Documentary,0.0
1300,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,0.309
1301,"American Werewolf in London, An (1981)",Horror,0.763
1302,Amityville 1992: It's About Time (1992),Horror,0.581
1303,Amityville 3-D (1983),Horror,0.391
1304,Amityville: Dollhouse (1996),Horror,0.542
1305,Amityville: A New Generation (1993),Horror,0.62
1306,Amityville II: The Possession (1982),Horror,0.64
1307,"Amityville Horror, The (1979)",Horror,0.546
1308,"Amityville Curse, The (1990)",Horror,0.368
1309,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror,0.605
1310,April Fool's Day (1986),Comedy|Horror,0.359
1311,Audrey Rose (1977),Horror,0.41
1312,"Believers, The (1987)",Horror|Thriller,0.636
1313,"Birds, The (1963)",Horror,0.475
1314,"Blob, The (1958)",Horror|Sci-Fi,0.319
1315,Blood Beach (1981),Action|Horror,0.474
1316,Body Parts (1991),Horror,0.59
1317,"Body Snatcher, The (1945)",Horror,0.614
1318,Bram Stoker's Dracula (1992),Horror|Romance,0.414
1319,Bride of Frankenstein (1935),Horror,0.239
1320,Burnt Offerings (1976),Horror,0.363
1321,Candyman (1992),Horror,0.65
1322,Cape Fear (1991),Thriller,0.871
1323,Cape Fear (1962),Film-Noir|Thriller,0.816
1324,Carrie (1976),Horror,0.6579999999999999
1325,Cat People (1982),Horror,0.622
1326,"Nightmare on Elm Street, A (1984)",Horror,0.727
1327,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,0.327
1328,Nosferatu a Venezia (1986),Horror,0.14
1329,"Omen, The (1976)",Horror,0.6859999999999999
1330,Blood & Wine (1997),Drama,0.643
1331,Albino Alligator (1996),Crime|Thriller,0.53
1332,"Mirror Has Two Faces, The (1996)",Comedy|Romance,0.13699999999999998
1333,Breaking the Waves (1996),Drama,0.161
1334,Nightwatch (1997),Horror|Thriller,0.255
1335,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,0.253
1336,Shine (1996),Drama|Romance,0.237
1337,Sling Blade (1996),Drama|Thriller,0.7290000000000001
1338,Jingle All the Way (1996),Adventure|Children's|Comedy,0.322
1339,Identification of a Woman (Identificazione di una donna) (1982),Drama,0.062
1340,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,0.581
1341,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,0.0
1342,"Preacher's Wife, The (1996)",Drama,0.165
1343,Zero Kelvin (Kjærlighetens kjøtere) (1995),Action,0.32
1344,Ridicule (1996),Drama,0.302
1345,"Crucible, The (1996)",Drama,0.153
1346,101 Dalmatians (1996),Children's|Comedy,0.228
1347,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama,0.0
1348,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller,0.126
1349,Die Hard 2 (1990),Action|Thriller,0.765
1350,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,0.19399999999999998
1351,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,0.225
1352,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,0.128
1353,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,0.485
1354,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,0.253
1355,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,0.262
1356,Batman Returns (1992),Action|Adventure|Comedy|Crime,0.39399999999999996
1357,Young Guns (1988),Action|Comedy|Western,0.606
1358,Young Guns II (1990),Action|Comedy|Western,0.29100000000000004
1359,Grease (1978),Comedy|Musical|Romance,0.113
1360,Grease 2 (1982),Comedy|Musical|Romance,0.204
1361,Marked for Death (1990),Action|Drama,0.7909999999999999
1362,Adrenalin: Fear the Rush (1996),Action|Sci-Fi,0.109
1363,"Substance of Fire, The (1996)",Drama,0.062
1364,Under Siege (1992),Action,0.64
1365,Terror in a Texas Town (1958),Western,0.0
1366,Jaws (1975),Action|Horror,0.605
1367,Jaws 2 (1978),Action|Horror,0.39799999999999996
1368,Jaws 3-D (1983),Action|Horror,0.321
1369,My Fellow Americans (1996),Comedy,0.162
1370,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,0.434
1371,Citizen Ruth (1996),Comedy|Drama,0.267
1372,Jerry Maguire (1996),Drama|Romance,0.16899999999999998
1373,Raising Arizona (1987),Comedy,0.564
1374,Tin Men (1987),Comedy|Drama,0.156
1375,Sneakers (1992),Crime|Drama|Sci-Fi,0.284
1376,Bastard Out of Carolina (1996),Drama,0.579
1377,In Love and War (1996),Romance|War,0.08800000000000001
1378,Marvin's Room (1996),Drama,0.12
1379,Somebody is Waiting (1996),Drama,0.0
1380,Ghosts of Mississippi (1996),Drama,0.184
1381,Night Falls on Manhattan (1997),Crime|Drama,0.214
1382,Beavis and Butt-head Do America (1996),Animation|Comedy,0.313
1383,"Cérémonie, La (1995)",Drama,0.21100000000000002
1384,Scream (1996),Horror|Thriller,0.579
1385,"Last of the Mohicans, The (1992)",Action|Romance|War,0.54
1386,Michael (1996),Comedy|Romance,0.129
1387,"Evening Star, The (1996)",Comedy|Drama,0.11900000000000001
1388,Hamlet (1996),Drama,0.16
1389,Some Mother's Son (1996),Drama,0.249
1390,"Whole Wide World, The (1996)",Drama,0.09300000000000001
1391,Mother (1996),Comedy,0.326
1392,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,0.319
1393,Evita (1996),Drama|Musical,0.16399999999999998
1394,"Portrait of a Lady, The (1996)",Drama,0.171
1395,Walkabout (1971),Drama,0.525
1396,Message to Love: The Isle of Wight Festival (1996),Documentary,0.2
1397,Grateful Dead (1995),Documentary,0.0
1398,Murder at 1600 (1997),Mystery|Thriller,0.132
1399,Hearts and Minds (1996),Drama,0.594
1400,Inside (1996),Action,0.0
1401,Fierce Creatures (1997),Comedy,0.287
1402,Zeus and Roxanne (1997),Children's,0.17600000000000002
1403,Turbulence (1997),Thriller,0.136
1404,Angel Baby (1995),Drama,0.0
1405,Jackie Chan's First Strike (1996),Action,0.312
1406,Underworld (1997),Thriller,0.408
1407,Beverly Hills Ninja (1997),Action|Comedy,0.19399999999999998
1408,Metro (1997),Action,0.27899999999999997
1409,"Machine, The (1994)",Comedy|Horror,0.32
1410,"Stranger, The (1994)",Action,0.0
1411,Falling in Love Again (1980),Comedy,0.214
1412,"Cement Garden, The (1993)",Drama,0.154
1413,Dante's Peak (1997),Action|Thriller,0.191
1414,Meet Wally Sparks (1997),Comedy,0.225
1415,Amos & Andrew (1993),Comedy,0.327
1416,Benny & Joon (1993),Comedy|Romance,0.159
1417,Prefontaine (1997),Drama,0.205
1418,"Tickle in the Heart, A (1996)",Documentary,0.0
1419,Guantanamera (1994),Comedy,0.095
1420,McHale's Navy (1997),Comedy|War,0.195
1421,Kolya (1996),Comedy,0.217
1422,Gridlock'd (1997),Crime,0.534
1423,Fire on the Mountain (1996),Documentary,0.0
1424,Waiting for Guffman (1996),Comedy,0.266
1425,Prisoner of the Mountains (Kavkazsky Plennik) (1996),War,0.703
1426,"Beautician and the Beast, The (1997)",Comedy|Romance,0.128
1427,SubUrbia (1997),Comedy,0.368
1428,Hotel de Love (1996),Comedy|Romance,0.212
1429,"Pest, The (1997)",Comedy,0.153
1430,Fools Rush In (1997),Comedy|Romance,0.09699999999999999
1431,Touch (1997),Romance,0.39399999999999996
1432,Absolute Power (1997),Mystery|Thriller,0.147
1433,That Darn Cat! (1997),Children's|Comedy|Mystery,0.121
1434,Vegas Vacation (1997),Comedy,0.163
1435,Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary,0.0
1436,That Old Feeling (1997),Comedy|Romance,0.121
1437,Lost Highway (1997),Mystery,0.297
1438,Rosewood (1997),Drama,0.624
1439,Donnie Brasco (1997),Crime|Drama,0.893
1440,Salut cousin! (1996),Comedy|Drama,0.0
1441,Booty Call (1997),Comedy|Romance,0.20800000000000002
1442,Rhyme & Reason (1997),Documentary,0.44299999999999995
1443,Boys Life 2 (1997),Drama,0.162
1444,City of Industry (1997),Crime|Thriller,0.568
1445,Best Men (1997),Action|Comedy|Crime|Drama,0.193
1446,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy,0.11
1447,Kama Sutra: A Tale of Love (1996),Romance,0.18100000000000002
1448,Private Parts (1997),Comedy|Drama,0.28800000000000003
1449,Love Jones (1997),Romance,0.174
1450,"Saint, The (1997)",Action|Romance|Thriller,0.16899999999999998
1451,Smilla's Sense of Snow (1997),Action|Drama|Thriller,0.266
1452,"Van, The (1996)",Comedy|Drama,0.15
1453,Crash (1996),Drama|Thriller,0.451
1454,"Daytrippers, The (1996)",Mystery,0.285
1455,Liar Liar (1997),Comedy,0.15
1456,"Quiet Room, The (1996)",Drama,0.19399999999999998
1457,Selena (1997),Drama|Musical,0.10400000000000001
1458,"Devil's Own, The (1997)",Action|Drama|Thriller|War,0.516
1459,Cats Don't Dance (1997),Animation|Children's|Musical,0.107
1460,B*A*P*S (1997),Comedy,0.0
1461,Love and Other Catastrophes (1996),Romance,0.147
1462,"Sixth Man, The (1997)",Comedy,0.0
1463,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's,0.53
1464,Anna Karenina (1997),Drama|Romance,0.102
1465,Double Team (1997),Action,0.267
1466,Inventing the Abbotts (1997),Drama|Romance,0.214
1467,Anaconda (1997),Action|Adventure|Thriller,0.295
1468,Grosse Pointe Blank (1997),Comedy|Crime,0.828
1469,Keys to Tulsa (1997),Crime,0.302
1470,Kissed (1996),Romance,0.205
1471,8 Heads in a Duffel Bag (1997),Comedy,0.38299999999999995
1472,Hollow Reed (1996),Drama,0.235
1473,Paradise Road (1997),Drama|War,0.297
1474,Traveller (1997),Drama,0.652
1475,All Over Me (1997),Drama,0.644
1476,"Brother's Kiss, A (1997)",Drama,0.0
1477,A Chef in Love (1996),Comedy,0.129
1478,Romy and Michele's High School Reunion (1997),Comedy,0.163
1479,Temptress Moon (Feng Yue) (1996),Romance,0.29600000000000004
1480,Volcano (1997),Drama|Thriller,0.129
1481,Children of the Revolution (1996),Comedy,0.382
1482,Austin Powers: International Man of Mystery (1997),Comedy,0.312
1483,Breakdown (1997),Action|Thriller,0.257
1484,Broken English (1996),Drama,0.5720000000000001
1485,Commandments (1997),Romance,0.14800000000000002
1486,Ripe (1996),Drama,0.0
1487,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance,0.598
1488,"Turning, The (1992)",Drama,0.0
1489,Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy,0.156
1490,Fathers' Day (1997),Comedy,0.11900000000000001
1491,"Fifth Element, The (1997)",Action|Sci-Fi,0.284
1492,Intimate Relations (1996),Comedy,0.0
1493,Nowhere (1997),Drama,0.35700000000000004
1494,Losing Chase (1996),Drama,0.285
1495,Sprung (1997),Comedy,0.349
1496,"Promise, The (La Promesse) (1996)",Drama,0.153
1497,"Bonheur, Le (1965)",Drama,0.08800000000000001
